Arrival_Date,Room_Category,Fare_Class,forecast_mu,forecast_sigma,ci_lower_95,ci_upper_95
2025-09-23,Superior,Y2_Medium,1.3857834798178672,1.5422468365641768,-1.6369647758281003,4.408531735463835
2025-09-24,Superior,Y2_Medium,1.3678224425578884,1.549713705996609,-1.6695606082563432,4.4052054933721205
2025-09-25,Superior,Y2_Medium,1.396723030134335,1.557144770474241,-1.6552246394262686,4.448670699694938
2025-09-26,Superior,Y2_Medium,1.3810015915411786,1.5659156654714996,-1.6881367163302685,4.450139899412626
2025-09-27,Superior,Y2_Medium,1.3854212681854077,1.573396131758075,-1.698378484198734,4.469221020569549
2025-09-28,Superior,Y2_Medium,1.3834895509270093,1.5808412012259476,-1.7149022694799858,4.481881371334005
2025-09-29,Superior,Y2_Medium,1.3833725176407903,1.5882513716523972,-1.7295429699247578,4.496288005206338
2025-09-30,Superior,Y2_Medium,1.3859775103128402,1.595627129256063,-1.741394196517983,4.513349217143664
2025-10-01,Superior,Y2_Medium,1.3849531350405315,1.6029689490692478,-1.7568082742084932,4.526714544289556
2025-10-02,Superior,Y2_Medium,1.3884654696986711,1.6102772952949413,-1.7676200349426239,4.544550974339966
2025-10-03,Superior,Y2_Medium,1.3876579116952354,1.6176775210716694,-1.7829317689493152,4.558247592339786
2025-10-04,Superior,Y2_Medium,1.388800230543631,1.6249315734981813,-1.7960071316021846,4.573607592689447
2025-10-05,Superior,Y2_Medium,1.38932766606498,1.6321533858439805,-1.8096341881850304,4.588289520314991
2025-10-06,Superior,Y2_Medium,1.3900307825369138,1.6393433841915683,-1.823023209526578,4.603084774600406
2025-10-07,Superior,Y2_Medium,1.3909974204347249,1.646501985320199,-1.8360871720238636,4.618082012893313
2025-10-08,Superior,Y2_Medium,1.3916126964313662,1.6536295969878052,-1.8494417581947964,4.632667151057529
2025-10-09,Superior,Y2_Medium,1.3926671748044694,1.660726618202028,-1.8622971858023507,4.647631535411289
2025-10-10,Superior,Y2_Medium,1.3933034410476126,1.6678051316534095,-1.8755345509912535,4.662141433086479
2025-10-11,Superior,Y2_Medium,1.394128476367964,1.674843200521979,-1.8885038771772487,4.676760829913176
2025-09-08,Superior,Y3_Low,0.5441168589307296,1.5383330053550888,-2.4709604285020563,3.5591941463635153
2025-09-09,Superior,Y3_Low,0.5563450180550951,1.5429474505024052,-2.4677764156771893,3.5804664517873794
2025-09-10,Superior,Y3_Low,0.5681414622670992,1.5472294582367951,-2.464372552408081,3.600655476942279
